#Ignore first line. Each line has frame idx with variable number of Object IDS.
1	1
13	1
29	2
30	2
38	3
39	3
57	4
58	4
146	5   6
147	6
149	7
150	7
151	7
188	8
206	9
212	10
220	11
221	11
222	11
223	12
224	13  12
225 13  12	
233	14
234	14
235	14
302	15
321	16
322	16
323	16
326	17
327	17
328	17
341	18
342	18
343	18
362	19
430	20
431	20
432	20
439	21
440	21
441	21
469	22
543 23	
628	24
629	24
631	25
673	26
674	26
675	26
676	26
684	27
685	27
686	27
690	27  28
691	28
692	28
693	28
694	28
695	28  29
696	29
697	29
698	29
699	29
700	29
701	29
712	30
713	30
714	30
721	31
722	31
723	31
737	32
864	33
