video_name,frame_id,shed_decision
seed949563-3-train,0,False
seed949563-3-train,1,False
seed949563-3-train,2,False
seed949563-3-train,23,True
seed949563-3-train,24,True
seed949563-3-train,25,True
seed949563-3-train,3,False
seed949563-3-train,4,True
seed949563-3-train,5,True
seed949563-3-train,26,True
seed949563-3-train,27,True
seed949563-3-train,28,True
seed949563-3-train,29,True
seed949563-3-train,30,True
seed949563-3-train,6,False
seed949563-3-train,7,True
seed949563-3-train,8,True
seed949563-3-train,31,True
seed949563-3-train,32,True
seed949563-3-train,33,True
seed949563-3-train,34,True
seed949563-3-train,35,True
seed949563-3-train,36,True
seed949563-3-train,9,False
seed949563-3-train,10,True
seed949563-3-train,11,True
seed949563-3-train,37,True
seed949563-3-train,38,True
seed949563-3-train,39,True
seed949563-3-train,40,True
seed949563-3-train,41,True
seed949563-3-train,12,False
seed949563-3-train,13,True
seed949563-3-train,14,True
seed949563-3-train,42,True
seed949563-3-train,43,True
seed949563-3-train,44,True
seed949563-3-train,45,True
seed949563-3-train,46,True
seed949563-3-train,47,True
seed949563-3-train,15,False
seed949563-3-train,16,True
seed949563-3-train,17,True
seed949563-3-train,48,True
seed949563-3-train,49,True
seed949563-3-train,50,True
seed949563-3-train,51,True
seed949563-3-train,52,True
seed949563-3-train,18,False
seed949563-3-train,19,True
seed949563-3-train,20,True
seed949563-3-train,53,True
seed949563-3-train,54,True
seed949563-3-train,55,True
seed949563-3-train,56,True
seed949563-3-train,57,True
seed949563-3-train,58,True
seed949563-3-train,21,False
seed949563-3-train,22,True
seed949563-3-train,59,True
seed949563-3-train,62,True
seed949563-3-train,63,True
seed949563-3-train,60,False
seed949563-3-train,61,True
seed949563-3-train,64,True
seed949563-3-train,65,False
seed949563-3-train,66,True
seed949563-3-train,67,True
seed949563-3-train,68,False
seed949563-3-train,69,True
seed949563-3-train,70,True
seed949563-3-train,71,False
seed949563-3-train,72,True
seed949563-3-train,73,True
seed949563-3-train,74,False
seed949563-3-train,75,True
seed949563-3-train,76,True
seed949563-3-train,77,False
seed949563-3-train,78,True
seed949563-3-train,79,True
seed949563-3-train,80,False
seed949563-3-train,81,False
seed949563-3-train,82,False
seed949563-3-train,83,False
seed949563-3-train,84,False
seed949563-3-train,85,False
seed949563-3-train,86,False
seed949563-3-train,87,False
seed949563-3-train,88,False
seed949563-3-train,89,False
seed949563-3-train,90,False
seed949563-3-train,91,False
seed949563-3-train,92,False
seed949563-3-train,93,False
seed949563-3-train,94,False
seed949563-3-train,95,False
seed949563-3-train,96,False
seed949563-3-train,97,False
seed949563-3-train,98,False
seed949563-3-train,99,False
seed949563-3-train,100,False
seed949563-3-train,101,False
seed949563-3-train,102,False
seed949563-3-train,103,False
seed949563-3-train,104,False
seed949563-3-train,105,False
seed949563-3-train,106,False
seed949563-3-train,107,False
seed949563-3-train,108,False
seed949563-3-train,109,False
seed949563-3-train,110,False
seed949563-3-train,111,False
seed949563-3-train,112,False
seed949563-3-train,113,False
seed949563-3-train,114,False
seed949563-3-train,115,False
seed949563-3-train,116,False
seed949563-3-train,117,False
seed949563-3-train,118,False
seed949563-3-train,119,False
seed949563-3-train,120,False
seed949563-3-train,121,False
seed949563-3-train,122,False
seed949563-3-train,123,False
seed949563-3-train,124,False
seed949563-3-train,125,False
seed949563-3-train,126,False
seed949563-3-train,127,False
seed949563-3-train,128,False
seed949563-3-train,129,False
seed949563-3-train,130,False
seed949563-3-train,131,False
seed949563-3-train,132,False
seed949563-3-train,133,False
seed949563-3-train,134,False
seed949563-3-train,135,False
seed949563-3-train,136,False
seed949563-3-train,137,False
seed949563-3-train,138,False
seed949563-3-train,139,False
seed949563-3-train,140,False
seed949563-3-train,141,False
seed949563-3-train,142,False
seed949563-3-train,143,False
seed949563-3-train,144,False
seed949563-3-train,145,False
seed949563-3-train,146,False
seed949563-3-train,147,False
seed949563-3-train,148,False
seed949563-3-train,149,False
seed949563-3-train,150,False
seed949563-3-train,151,False
seed949563-3-train,152,False
seed949563-3-train,153,False
seed949563-3-train,154,False
seed949563-3-train,155,False
seed949563-3-train,156,False
seed949563-3-train,157,False
seed949563-3-train,158,False
seed949563-3-train,159,False
seed949563-3-train,160,False
seed949563-3-train,161,False
seed949563-3-train,162,False
seed949563-3-train,163,False
seed949563-3-train,164,False
seed949563-3-train,165,False
seed949563-3-train,166,False
seed949563-3-train,167,False
seed949563-3-train,168,False
seed949563-3-train,169,False
seed949563-3-train,170,False
seed949563-3-train,171,False
seed949563-3-train,172,False
seed949563-3-train,173,False
seed949563-3-train,174,False
seed949563-3-train,175,False
seed949563-3-train,176,False
seed949563-3-train,177,False
seed949563-3-train,178,False
seed949563-3-train,179,False
seed949563-3-train,180,False
seed949563-3-train,181,False
seed949563-3-train,182,False
seed949563-3-train,183,False
seed949563-3-train,184,False
seed949563-3-train,185,False
seed949563-3-train,186,False
seed949563-3-train,187,False
seed949563-3-train,188,False
seed949563-3-train,189,False
seed949563-3-train,190,False
seed949563-3-train,191,False
seed949563-3-train,192,False
seed949563-3-train,193,False
seed949563-3-train,194,False
seed949563-3-train,195,False
seed949563-3-train,196,False
seed949563-3-train,197,False
seed949563-3-train,198,False
seed949563-3-train,199,False
seed949563-3-train,200,False
seed949563-3-train,201,False
seed949563-3-train,202,False
seed949563-3-train,203,False
seed949563-3-train,204,False
seed949563-3-train,205,False
seed949563-3-train,206,False
seed949563-3-train,207,False
seed949563-3-train,208,False
seed949563-3-train,209,False
seed949563-3-train,210,False
seed949563-3-train,211,False
seed949563-3-train,212,False
seed949563-3-train,213,False
seed949563-3-train,214,False
seed949563-3-train,215,False
seed949563-3-train,216,False
seed949563-3-train,217,False
seed949563-3-train,218,False
seed949563-3-train,219,False
seed949563-3-train,220,False
seed949563-3-train,221,True
seed949563-3-train,222,True
seed949563-3-train,223,True
seed949563-3-train,225,True
seed949563-3-train,226,True
seed949563-3-train,227,True
seed949563-3-train,229,True
seed949563-3-train,228,True
seed949563-3-train,224,False
seed949563-3-train,230,True
seed949563-3-train,231,True
seed949563-3-train,232,True
seed949563-3-train,234,True
seed949563-3-train,235,True
seed949563-3-train,236,True
seed949563-3-train,238,True
seed949563-3-train,233,False
seed949563-3-train,240,True
seed949563-3-train,241,True
seed949563-3-train,242,True
seed949563-3-train,243,True
seed949563-3-train,237,False
seed949563-3-train,239,True
seed949563-3-train,244,True
seed949563-3-train,245,False
seed949563-3-train,246,True
seed949563-3-train,247,True
seed949563-3-train,248,False
seed949563-3-train,249,False
seed949563-3-train,250,False
seed949563-3-train,251,False
seed949563-3-train,252,False
seed949563-3-train,253,False
seed949563-3-train,254,False
seed949563-3-train,255,False
seed949563-3-train,256,False
seed949563-3-train,257,False
seed949563-3-train,258,False
seed949563-3-train,259,False
seed949563-3-train,260,False
seed949563-3-train,261,False
seed949563-3-train,262,False
seed949563-3-train,263,False
seed949563-3-train,264,False
seed949563-3-train,265,False
seed949563-3-train,266,False
seed949563-3-train,267,False
seed949563-3-train,268,False
seed949563-3-train,269,False
seed949563-3-train,270,False
seed949563-3-train,271,False
seed949563-3-train,272,False
seed949563-3-train,273,False
seed949563-3-train,274,False
seed949563-3-train,275,False
seed949563-3-train,276,False
seed949563-3-train,277,False
seed949563-3-train,278,False
seed949563-3-train,279,False
seed949563-3-train,280,False
seed949563-3-train,281,False
seed949563-3-train,282,False
seed949563-3-train,283,False
seed949563-3-train,284,False
