#Ignore first line. Each line has frame idx with variable number of Object IDS.
64	1
67	1
70	1
74	1
78	1
96	1
97	1
98	1
99	1
100	1
101	1
102	1   2
103	2
104	2
105	2
106	2
107	2
108	2
109	2
110	2
111	2
112	2
301	3
302	3
439	4
440	4
441	4
442	4
443	4
444	4
445	4
446	4
447	4
448	4
449	4
450	4
451	4
452	4
453	4
454	4
455	4
456	4
457	4
458	4
459	4
460	4
461	4
462	4
463	4
464	4
465	4
466	4
467	4
468	4
469	4
470	4
471	4
514	5
527	5
528	5
530	5
532	5
536	5
537	5
538	5
539	5
540	5
541	5
542	5
543	5
546	5
547	5
550	5
551	5
552	5
553	5
554	5
555	5
642 6
643	6
644	6
645	6
646	6
647	6
648	6
649	6
650	6
651	6
652	6
653	6
654	6
655	6
656	6
657	6
658	6
659	6
660	6
661	6
662	6
663	6
664	6
665	6
666	6
667	6
668	6
669	6
670	6
671	6
672	6
673	6
674	6
675	6
676	6
677	6
678	6
